"FAC.","FACILITY NAME","ACTIVITY TYPE","ACTIVITY DATE","S or U","STAFF INITIALS","NOTES","SERVIC_KEY","FAC KEY","FACILITY TYPE","DAYCARE RED VIOLATIONS","REINSPECTION DUE","s_GUID","s_ColLineage","s_Generation","s_Lineage"
"27-7208","ALLENDALE COLUMBIA-SPORTS CAMP","OPERATIONAL INSPECTION",2013-07-15 0:00:00,"S","PR",,8149,,"CHILDREN'S DAY CAMP",0,,"{888C9E45-F5DB-44D0-970C-F14CD1F3483F}",,275,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","FIELD VISIT",2013-07-15 0:00:00,"S","PR",,8150,,"MIGRANT HOUSING",0,,"{C1AF5348-4EAF-4569-8A01-26F81F204B79}",,275,
"27-5558","BETHEL SUMMER DAY CAMP","OPERATIONAL INSPECTION",2013-07-16 0:00:00,"S","ES",,8151,,"CHILDREN'S DAY CAMP",0,,"{EEA3157B-601F-4481-ABCF-E0DC9C0A8F8E}",,275,
"27-0443","EDGEWOOD PARK ESTATES","ANNUAL INSPECTION",2013-07-16 0:00:00,"S","PR",,8152,,"MOBILE HOME PARK",0,,"{80D79A8A-4DCB-492E-BA5A-7CB3D0D22480}",,275,
"27-5089","CAMP OPEN ARMS","OPERATIONAL INSPECTION",2013-07-16 0:00:00,"S","PR",,8153,,"CHILDREN'S DAY CAMP",0,,"{A69ADDBD-9B3E-42B6-ADD3-3CC785EF4AC7}",,275,
"27-5178","HARLEY SCHOOL DAY CAMP","OPERATIONAL INSPECTION",2013-07-16 0:00:00,"S","PR",,8154,,"CHILDREN'S DAY CAMP",0,,"{2D0D1731-D9D0-4083-93E2-295748CC3D98}",,275,
"27-5798","SETON SUMMER FUN DAYS CAMP","OPERATIONAL INSPECTION",2013-07-16 0:00:00,"S","ES",,8155,,"CHILDREN'S DAY CAMP",0,,"{95710058-20F8-430B-B4DD-8A443DF95C4C}",,275,
"27-709f","Town of Brighton Rec/Parks - TCMS Camp","OPERATIONAL INSPECTION",2013-07-16 0:00:00,"S","ES",,8156,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{B14DAAF0-1074-4F96-A030-43DE2CDDF98F}",,275,
"27-709","Town of Brighton Rec/Parks - Toddlers & Waddlers","OPERATIONAL INSPECTION",2013-07-16 0:00:00,"S","ES",,8157,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{5AEE5A5F-BF59-4F5B-8E4F-D862B4CC8527}",,276,
"27-709a","Town of Brighton Rec/Parks - Council Rock","OPERATIONAL INSPECTION",2013-07-16 0:00:00,"S","ES",,8158,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{9C557E70-88E7-4BF1-B4F0-F3849C4C3F0D}",,276,
"27-709b","Town of Brighton Rec/Parks - French Road","OPERATIONAL INSPECTION",2013-07-17 0:00:00,"S","ES",,8159,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{F73946AB-332C-4644-912C-0CCEA9B353D7}",,276,
"27-709c","Town of Brighton Rec/Parks - Brookside Playground","OPERATIONAL INSPECTION",2013-07-17 0:00:00,"S","ES",,8160,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{8508D4BF-B6DC-4039-AEF2-2C276B17B7E4}",,276,
"27-709d","Town of Brighton Rec/Parks - Brookside Early Bird","OPERATIONAL INSPECTION",2013-07-17 0:00:00,"S","ES",,8161,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{19E0695C-3A61-4B16-9564-781AF1F0D6A9}",,276,
"27-7855","R.I.T. LACROSSE CAMP","OPERATIONAL INSPECTION",2013-07-17 0:00:00,"S","PR",,8162,,"CHILDREN'S DAY CAMP",0,,"{C5E43F2F-DACF-4F0E-8185-40E8A0969350}",,276,
"27dcc68","JACK N' JILL/LONG POND","3RD REINSPECTION",2013-07-17 0:00:00,"S","PR",,8163,,"DAY CARE CENTER",0,,"{AA5B5465-9998-4C75-8213-6460485137E8}",,276,
"27-5659a","TOWN OF OGDEN SUMMER CAMP/BERNABI GRADES 2-3","OPERATIONAL INSPECTION",2013-07-18 0:00:00,"S","PR",,8164,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{07A9AE1F-E7F3-4B7B-83BA-7346F5E204F9}",,276,
"27-5659","TOWN OF OGDEN SUMMER CAMP - TAYLOR K-1ST GRADE","OPERATIONAL INSPECTION",2013-07-18 0:00:00,"S","PR",,8165,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{CD3D7724-44B4-4300-A8AC-4A72D88DDE3C}",,276,
"27-5659b","TOWN OF OGDEN SUMMER CAMP - COSGROVE  4-6 GRADE","OPERATIONAL INSPECTION",2013-07-18 0:00:00,"S","PR",,8166,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{7B018922-0D86-4A2E-A4E0-C0E8EF1D96EC}",,276,
"27-4959","BRESLAWSKI MIGRANT LABOR CAMP","PARTIAL INSPECTION",2013-07-18 0:00:00,"S","PR",,8167,,"MIGRANT HOUSING",0,,"{EFF65E43-9CD5-4CB3-B3E7-10155EB19156}",,276,
"27-6939","TOWN OF HAMLIN CAMP","OPERATIONAL INSPECTION",2013-07-18 0:00:00,"S","ES",,8168,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{5030889F-C9F1-449E-B007-2FDBA3FF1A47}",,276,
"27-6550","SWEDEN/CLARKSON REC PLAYGROUND","OPERATIONAL INSPECTION",2013-07-18 0:00:00,"S","ES",,8169,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{423630C8-51C3-442D-8D70-6CD7A0B42C9B}",,276,
"27-6206","SUNY BROCKPORT - CAMP UPWARD BOUND","OPERATIONAL INSPECTION",2013-07-18 0:00:00,"S","ES",,8170,,"CHILDREN'S OVERNIGHT CAMP",0,,"{A3BF962A-E835-44A1-A91C-51F8509F1E9C}",,276,
"27-5533","LaQUINTA INN","ANNUAL INSPECTION",2013-07-19 0:00:00,"U","PR",,8171,,"HOTEL/MOTEL",0,,"{5C5A9AB2-3786-4586-A446-6195AC73908F}",,276,
"27-8198","ZOOM TAN - PENFIELD","PRE-OP INSPECTION",2013-07-19 0:00:00,"S","PR",,8172,,"TANNING FACILITY",0,,"{40D41808-9980-4C7B-8C0D-F1B472F11469}",,276,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","PARTIAL INSPECTION",2013-07-22 0:00:00,"U","PR",,8173,,"MIGRANT HOUSING",0,,"{B8EC6B52-4029-491C-81BD-EC67590711F8}",,276,
"27-1231","CAMP SMILE","OPERATIONAL INSPECTION",2013-07-22 0:00:00,"S","PR",,8174,,"CHILDREN'S DAY CAMP",0,,"{29581140-820E-45F9-AD58-70F5B51919B3}",,276,
"27-7083","CHILI MICROTEL","ANNUAL INSPECTION",2013-06-07 0:00:00,"S","PR",,8031,,"HOTEL/MOTEL",0,,"{6C138C5B-8208-499B-B6EE-D579380188E3}",,276,
"27-1294","SUPER 8 MOTEL","ANNUAL INSPECTION",2013-06-07 0:00:00,"U","PR",,8032,,"HOTEL/MOTEL",0,,"{FB90852D-D245-4388-9CAB-8AF6A36095CA}",,276,
"27-7018","MIDTOWN SPORTS CAMP","PRE-OP INSPECTION",2013-06-10 0:00:00,"S","ES","Pre op inspectied completed and everything is satisfactory",8033,,"CHILDREN'S DAY CAMP",0,,"{86466F74-BCBD-4BB8-B7F4-B2706C0A1044}",,276,
"27-6384","TURIN CLUB DAY CAMP","PRE-OP INSPECTION",2013-06-10 0:00:00,"S","ES","Everything was satisfactory at the Pre-op inspection",8034,,"CHILDREN'S DAY CAMP",0,,"{83C891F1-8E40-48B7-AA28-AB87068AC9D0}",,276,
"27dcc191","PARK AVE. DCC EAST","2ND REINSPECTION",2013-06-10 0:00:00,"S","ES","3 Bay sink was installed along with a handwash sink.  The 3rd sink has an indirect drain and will be used for washing fruits/vegetables.  There is also a new dishwasher that has a sanitizing cycle. ES",8035,,"DAY CARE CENTER",0,,"{CEECC68F-67C0-49B2-84F3-9AE977E8E93E}",,276,
"27-6574","BRIGHTLY FARMS FARMWORKER HOUSING","PARTIAL INSPECTION",2013-06-10 0:00:00,"S","PR",,8036,,"MIGRANT HOUSING",0,,"{739497CD-6220-4960-8452-0172D2E3EC09}",,276,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","PARTIAL INSPECTION",2013-06-10 0:00:00,"U","PR",,8037,,"MIGRANT HOUSING",0,,"{5AE16349-4A21-4026-8247-4C0B7B29013B}",,276,
"27-6547","SODOMA FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2013-06-11 0:00:00,"S","PR",,8038,,"MIGRANT HOUSING",0,,"{44F53021-7802-4B8A-BF89-AC9AA4B392A1}",,276,
"27-5798","SETON SUMMER FUN DAYS CAMP","PRE-OP INSPECTION",2013-06-11 0:00:00,"S","ES",,8039,,"CHILDREN'S DAY CAMP",0,,"{D8CCB96C-877C-449A-90CD-96821AA753BC}",,276,
"27-0951","COMMUNITY PLACE TRAVELING CAMP","PRE-OP INSPECTION",2013-06-12 0:00:00,"S","ES",,8040,,"CHILDREN'S TRAVELING DAY CAMP",0,,"{C5B1C816-DA41-4989-976A-1776CB6F3D99}",,276,
"27-1155","YMCA  CAMP NORTHPOINT","PRE-OP INSPECTION",2013-06-12 0:00:00,"S","ES",,8041,,"CHILDREN'S DAY CAMP",0,,"{4EE566A9-3277-49B0-B2C1-301DDBE2F416}",,276,
"27-5988","U OF R FUN FITNESS CAMP","PRE-OP INSPECTION",2013-06-12 0:00:00,"S","ES",,8042,,"CHILDREN'S DAY CAMP",0,,"{A97C4EBF-3182-4ADA-8B5E-0DEE52F74663}",,276,
"27-6283","TOWN OF RIGA RECREATION CAMP","PRE-OP INSPECTION",2013-06-12 0:00:00,"S","PR",,8043,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{17D01A81-64C7-4B84-8305-E10020B003F6}",,276,
"27-6992","VAN PUTTE FARMWORKER HOUSING","PARTIAL INSPECTION",2013-06-13 0:00:00,"S","PR",,8044,,"MIGRANT HOUSING",0,,"{2FB32937-9C2D-4FAF-A082-633061017D76}",,276,
"27-6877","YMCA CAMP EASTSIDE","PRE-OP INSPECTION",2013-06-13 0:00:00,"S","PR",,8045,,"CHILDREN'S DAY CAMP",0,,"{E7AA9732-1451-4C92-820C-0B30C1D528FC}",,276,
"27-5331","SUNY BROCKPORT - MARK CODY WRESTLING CAMP","PRE-OP INSPECTION",2013-06-13 0:00:00,"S","ES",,8046,,"CHILDREN'S OVERNIGHT CAMP",0,,"{1AF92B31-8898-4618-8FAA-59F734AE8FFE}",,276,
"27-6550","SWEDEN/CLARKSON REC PLAYGROUND","PRE-OP INSPECTION",2013-06-13 0:00:00,"S","ES",,8047,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{71591E25-042E-4667-B822-5298F8AEDAAA}",,276,
"27-5483","WESTSIDE FAMILY YMCA CAMP","PRE-OP INSPECTION",2013-06-13 0:00:00,"S","ES",,8048,,"CHILDREN'S DAY CAMP",0,,"{E8B191C0-E7EA-45FA-80CF-AAD416A175A1}",,276,
"27-6939","TOWN OF HAMLIN CAMP","PRE-OP INSPECTION",2013-06-14 0:00:00,"S","ES",,8049,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{D2F7BE7C-938E-4DB4-8F6E-5886AE453DEC}",,276,
"27dcc22","CHILD TIME/DORSEY","3RD REINSPECTION",2013-11-06 0:00:00,"S","PR",,8429,,"DAY CARE CENTER",0,,"{A31B8A4C-7AB7-488C-B759-ED1E0F0A275C}",,276,
"27-4973","BURCH MIGRANT LABOR CAMP","PARTIAL INSPECTION",2013-11-06 0:00:00,"S","PR",,8430,,"MIGRANT HOUSING",0,,"{918B880E-5174-4910-9B0E-FFE09B5CF113}",,276,
"27-1270","COUNTRY INN & SUITES/BRIGHTON","ANNUAL INSPECTION",2013-11-07 0:00:00,"U","PR",,8431,,"HOTEL/MOTEL",0,,"{B8C43E0C-7936-4486-AFCB-E015BFEE93AD}",,276,
"27-6547","SODOMA FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2013-11-07 0:00:00,"S","PR",,8432,,"MIGRANT HOUSING",0,,"{55FFB1FE-C2B9-4836-BA2E-6EC04986F387}",,276,
"27-0227","SUNSET VALLEY MANUFACTURED HOME COMM.","ANNUAL INSPECTION",2013-11-08 0:00:00,"S","PR",,8433,,"MOBILE HOME PARK",0,,"{4C9D7A96-51E1-4994-9ED8-641E415012D0}",,276,
"27dcc132","SCHOOLHOUSE OF BROCKPORT","2ND ANNUAL INSPECTION",2013-11-12 0:00:00,"S","PR",,8434,,"DAY CARE CENTER",0,,"{80B26143-0F3F-48DB-8F46-14834CD7EBD5}",,276,
"27dcc19","CARE-A-LOT CHILD CARE","2ND ANNUAL INSPECTION",2013-11-12 0:00:00,"S","PR",,8435,,"DAY CARE CENTER",0,,"{859B0627-D1EF-4C1A-97FF-07F2BB62469A}",,276,
"27-1268","BEST WESTERN ROCHESTER MARKETPLACE INN","ANNUAL INSPECTION",2013-11-12 0:00:00,"U","PR",,8436,,"HOTEL/MOTEL",0,,"{2E74E5A4-7AF2-441A-8686-B840EB87DEAF}",,276,
"27-5343","HEBERLE MIGRANT CAMP #3","PARTIAL INSPECTION",2013-11-12 0:00:00,"S","PR",,8437,,"MIGRANT HOUSING",0,,"{9DCC92FF-A702-450B-84BB-18BE2488362F}",,276,
"27dcc226","CLOSE TO HOME CHILD CARE","2ND ANNUAL INSPECTION",2013-11-13 0:00:00,"S","PR",,8438,,"DAY CARE CENTER",0,,"{C78A10CB-CBDA-47BE-AC46-F74C3C36812D}",,276,
"27dcc242","JLU CHILD CARE","2ND ANNUAL INSPECTION",2013-11-13 0:00:00,"S","PR",,8439,,"DAY CARE CENTER",0,,"{A47E0957-CA0D-4B02-A928-B4552DFCE7B2}",,276,
"27dcc195","HILTON COMMUNITY DAY CARE","2ND ANNUAL INSPECTION",2013-11-14 0:00:00,"S","PR",,8440,,"DAY CARE CENTER",0,,"{593F6A2F-3F75-4A33-88B2-0A6EB29D7265}",,276,
"27-8212","PLANET FITTNESS - WEBSTER","1ST REINSPECTION",2013-11-14 0:00:00,"S","PR",,8441,,"TANNING FACILITY",0,,"{E7C07B35-6D44-4ACF-8176-6CF29C172E1B}",,276,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","PARTIAL INSPECTION",2013-11-18 0:00:00,"S","PR",,8442,,"MIGRANT HOUSING",0,,"{A1C934A8-90A8-46A2-9F6F-2096DB1EB389}",,276,
"27dcc18","CARE A LOT CHILDCARE OF HEN.","2ND ANNUAL INSPECTION",2013-11-18 0:00:00,"S","PR",,8443,,"DAY CARE CENTER",0,,"{0A62F63D-CEBD-4CCF-9D10-EB0879CB61BA}",,276,
"27dcc126","ROCHESTER CHILD FIRST NETWORK","2ND ANNUAL INSPECTION",2013-11-18 0:00:00,"S","PR",,8444,,"DAY CARE CENTER",0,,"{187C63AC-96C6-4BC4-B4FC-F69E257893C3}",,276,
"27-4959","BRESLAWSKI MIGRANT LABOR CAMP","PARTIAL INSPECTION",2013-11-19 0:00:00,"S","PR",,8445,,"MIGRANT HOUSING",0,,"{276F91D7-CF8B-4928-9AF9-D2F00A918964}",,276,
"27-6992","VAN PUTTE FARMWORKER HOUSING","PARTIAL INSPECTION",2013-11-20 0:00:00,"S","PR",,8446,,"MIGRANT HOUSING",0,,"{483CC7CA-207C-4CBC-ABCC-D77CFF16FA83}",,276,
"27dcc90","LOVING TOUCH III","2ND ANNUAL INSPECTION",2013-11-20 0:00:00,"S","PR",,8447,,"DAY CARE CENTER",0,,"{B09D1A35-DA26-4829-99CB-DE488D786E64}",,276,
"27dcc5","ALVEN WESLEY CHLD DEV.","2ND ANNUAL INSPECTION",2013-11-20 0:00:00,"S","PR",,8448,,"DAY CARE CENTER",0,,"{78FB4F4D-1CF4-480F-86B1-0ECE9CCDD8AA}",,276,
"27-6547","SODOMA FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2014-06-24 0:00:00,"U","PR",,8855,,"MIGRANT HOUSING",0,,"{BAC9BABB-4F2D-47A8-AC5E-E49B6E4DD672}",,279,
"27-7828a","TOWN OF GATES - GATES CHILI MS","PRE-OP INSPECTION",2014-06-25 0:00:00,"S","PR",,8856,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{74BB0884-A7E0-4E32-8500-C8E8BDAE2944}",,279,
"27-7828c","TOWN OF GATES - LIONS","PRE-OP INSPECTION",2014-06-25 0:00:00,"S","PR",,8857,,"CHILDREN'S DAY CAMP",0,,"{F85FF5B0-94B5-40D3-9969-682FD67A0F08}",,279,
"27-7828","TOWN OF GATES - NEIL ARMSTRONG SCHOOL","PRE-OP INSPECTION",2014-06-25 0:00:00,"S","PR",,8858,,"CHILDREN'S DAY CAMP",0,,"{E6971AC4-1C52-443A-B2F0-E8C31DA80C2F}",,279,
"27-7828b","TOWN OF GATES - MEMORIAL PARK","PRE-OP INSPECTION",2014-06-25 0:00:00,"S","PR",,8859,,"CHILDREN'S DAY CAMP",0,,"{F19DD2F4-3DEB-40A1-8709-33B1BCB0DB14}",,279,
"27-7208","ALLENDALE COLUMBIA- DAY CAMP","PRE-OP INSPECTION",2014-06-25 0:00:00,"S","PR",,8860,,"CHILDREN'S DAY CAMP",0,,"{8A5E16CF-DEDF-40CF-8852-332DC152D6C6}",,279,
"27-6384","TURIN CLUB DAY CAMP","PRE-OP INSPECTION",2014-06-25 0:00:00,"S","ES",,8861,,"CHILDREN'S DAY CAMP",0,,"{9F89B7B0-4935-4FBB-950D-DB9772F45B87}",,279,
"27-7172","TOWN OF PITTSFORD - SUMMER FUN SPIEGEL","PRE-OP INSPECTION",2014-06-25 0:00:00,"S","ES",,8863,,"CHILDREN'S DAY CAMP",0,,"{5B615B1F-E2A9-4E45-BEB3-3F60CF598AAD}",,279,
"27-0292","JEWISH COMMUNITY CENTER - CAMP SISOL","PRE-OP INSPECTION",2014-06-25 0:00:00,"S","PR",,8864,,"CHILDREN'S DAY CAMP",0,,"{2109EE43-B8F1-4F69-B609-8A786A5EA7C8}",,279,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","PARTIAL INSPECTION",2014-06-24 0:00:00,"U","PR","STGS-refer to Eng. Dept. PR",8865,,"MIGRANT HOUSING",0,,"{070B38FA-3CB4-4303-9565-48D7372154DA}",,279,
"27-8097","HFL SUMMER RECREATION CAMP","PRE-OP INSPECTION",2014-06-26 0:00:00,"S","ES",,8866,,"CHILDREN'S DAY CAMP",0,,"{065147D3-6098-4482-82DF-3A8522D2574F}",,279,
"27-6206","SUNY BROCKPORT - CAMP UPWARD BOUND","PRE-OP INSPECTION",2014-06-26 0:00:00,"S","ES",,8867,,"CHILDREN'S OVERNIGHT CAMP",0,,"{C5C26229-3B09-4787-97C4-224F9BF59825}",,279,
"27-7071","TOWN OF CHILI - GRADES 1-6","PRE-OP INSPECTION",2014-06-26 0:00:00,"S","PR",,8868,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{009A3CA4-735F-459D-8089-BFA3FAE73AF6}",,279,
"27-7071a","TOWN OF CHILI - TEEN/NATURE CAMP","PRE-OP INSPECTION",2014-06-26 0:00:00,"S","PR",,8869,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{7FD9EDE3-B5DF-4315-9F29-1C3E260F5C75}",,279,
"27-7145","MUSCULAR DYSTROPHY@ROCHESTER ROTARY","PRE-OP INSPECTION",2014-06-26 0:00:00,"S","PR",,8870,,"CHILDREN'S PHYSICALLY HANDICAPPED OVERNIGHT CAMP",0,,"{D5BE25A0-2072-48FD-9A86-568FB849C8EE}",,279,
"27dcc293","URBAN LEAGUE OF ROCHESTER","PRE-OP INSPECTION",2014-06-26 0:00:00,"S","PR",,8871,,"DAY CARE CENTER",0,,"{FA67CAC0-867E-4BA6-90B9-B40B0A4C11E5}",,279,
"27-5040","TOWN OF IRONDEQUOIT EASTMAN -THEME GRADE 1-6","PRE-OP INSPECTION",2014-06-26 0:00:00,"S","PR",,8872,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{99E74B12-F63C-44BB-9603-63B0226A8E3F}",,279,
"27-5065","TOWN OF IRONDEQUOIT - WOODCRAFT","PRE-OP INSPECTION",2014-06-26 0:00:00,"S","PR",,8873,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{262AA3A3-D670-438A-BB51-A6609D35D91D}",,279,
"27-5495","YMCA  MONROE - THUNDERBIRD","PRE-OP INSPECTION",2014-06-27 0:00:00,"S","PR",,8874,,"CHILDREN'S DAY CAMP",0,,"{9409337E-032F-47B5-A09D-C029E9595F5C}",,279,
"27-6028","RESIDENCE INN WEST","ANNUAL INSPECTION",2014-05-06 0:00:00,"U","PR",,8748,,"HOTEL/MOTEL",0,,"{83C3144A-1C15-4249-BB70-979105E35282}",,279,
"27dcc22","CHILD TIME/DORSEY","ANNUAL INSPECTION",2014-05-06 0:00:00,"S","PR",,8749,,"DAY CARE CENTER",0,,"{00C8DF43-A0D0-490D-A008-7F60C8693F85}",,279,
"27-8174","ZOOM TAN - GREECE RIDGEWAY AVE","ANNUAL INSPECTION",2014-05-06 0:00:00,"U","PR",,8750,,"TANNING FACILITY",0,,"{3B6E6A4A-C557-4347-AEBD-7DB33E3058F6}",,279,
"27-5127","DOUBLETREE HOTEL ROCHESTER","FIELD VISIT",2014-05-07 0:00:00,,"PR",,8751,,"HOTEL/MOTEL",0,,"{D56A816C-7F48-41C9-A204-06C06076EFC3}",,279,
"27-6042","GRAVEL PONDS CAMPSITE","ANNUAL INSPECTION",2014-05-07 0:00:00,"S","PR",,8752,,"CAMPGROUND",0,,"{08B83D36-154C-41AD-8735-05B2517F53B1}",,279,
"27-7552","TANNING BED/E. HEN. RD.","ANNUAL INSPECTION",2014-05-07 0:00:00,"U","PR",,8753,,"TANNING FACILITY",0,,"{DD32A511-AB80-422E-9BEF-267173049DBB}",,279,
"27-8224","ZOOM TAN - GREECE LONG POND","ANNUAL INSPECTION",2014-05-08 0:00:00,"S","PR",,8754,,"TANNING FACILITY",0,,"{73ADBA85-D3A6-4A7E-B76C-C8490B2C4021}",,279,
"27-0064","COBBLESTONE CREEK ESTATES","ANNUAL INSPECTION",2014-05-08 0:00:00,"S","PR",,8755,,"MOBILE HOME PARK",0,,"{CD7B22BB-E5A1-4594-9274-FEA4720B30B4}",,279,
"27dcc206","TLC ADVENTURES IN DAY CARE","FIELD VISIT",2014-05-12 0:00:00,,"PR","Out of Business.PR",8756,,"DAY CARE CENTER",0,,"{C1EEDE3A-E0BB-488C-A26D-E72A8E8EAC43}",,279,
"27dcc195","HILTON COMMUNITY DAY CARE","ANNUAL INSPECTION",2014-05-12 0:00:00,"U","PR",,8757,,"DAY CARE CENTER",0,,"{F4694957-0002-4917-9BFF-3B6DEE429B20}",,279,
"27-7766","PLANET FITNESS - HENRIETTA","ANNUAL INSPECTION",2014-05-12 0:00:00,"S","PR",,8758,,"TANNING FACILITY",0,,"{E0D74AFE-CE54-4157-BD17-FEABC167B5FA}",,279,
"27-8275","BEST WESTERN - THE INN AT ROCHESTER AIRPORT","1ST REINSPECTION",2014-05-12 0:00:00,"U","PR",,8759,,"HOTEL/MOTEL",0,,"{6BD9C3BF-6640-4440-AE98-3E6276C4D292}",,279,
"27-6321","COMFORT INN WEST","1ST REINSPECTION",2014-05-14 0:00:00,"S","PR",,8760,,"HOTEL/MOTEL",0,,"{8C06896E-1EE2-4691-A964-8C72538244CB}",,279,
"27dcc197","GENERATIONS CHILD CARE/GRAVEL RD.","ANNUAL INSPECTION",2014-05-14 0:00:00,"S","PR","Raw over RTE-corrected.PR",8761,,"DAY CARE CENTER",1,,"{D11F2255-CE36-49B1-B6E0-D4402674BACF}",,279,
"27dcc123","RAILROAD JUNCTION SCHOOL AGE PROGRAM","1ST REINSPECTION",2014-05-14 0:00:00,"S","PR",,8762,,"DAY CARE CENTER",0,,"{71345294-5AF8-46FF-96DB-E068382FF81F}",,279,
"27-0429","WEBSTER PARK CAMPSITE","ANNUAL INSPECTION",2014-05-14 0:00:00,"S","PR",,8763,,"CAMPGROUND",0,,"{9EAC8B85-A54C-4C3B-AACC-CEA47FD809FF}",,279,
"27-7133","RAJ TANNING LLC","ANNUAL INSPECTION",2014-05-15 0:00:00,"S","PR",,8764,,"TANNING FACILITY",0,,"{601BB733-03DA-41CA-B91A-B6D468D79EFC}",,279,
"27-8162","ZOOM TAN - HENRIETTA JEFFERSON RD","ANNUAL INSPECTION",2014-05-15 0:00:00,"S","PR",,8765,,"TANNING FACILITY",0,,"{E60300EF-8645-4514-9027-C1865297F1EC}",,279,
"27-8198","ZOOM TAN - PENFIELD","ANNUAL INSPECTION",2014-05-15 0:00:00,"S","PR",,8766,,"TANNING FACILITY",0,,"{89014DB8-2468-4BD7-920F-E4ECCB8A6785}",,279,
"27-7576","TANNING BED/MOSELY RD.","ANNUAL INSPECTION",2014-05-15 0:00:00,"S","PR",,8767,,"TANNING FACILITY",0,,"{6CCED793-521D-4D74-B8C7-4F31CAE08DD6}",,279,
"27-6319a","ROBERTS WESLEYAN - SOCCER CAMP","OPERATIONAL INSPECTION",2014-08-11 0:00:00,"S","PR",,1407785215,,"CHILDREN'S DAY CAMP",0,,"{E32B1898-847F-4B3E-B333-0BE8A9DFBFAE}",,283,
"27-7196a","TOWN OF HENRIETTA - SHINE PROGRAM JR/SR","OPERATIONAL INSPECTION",2014-08-11 0:00:00,"S","PR",,-1322352940,,"CHILDREN'S TRAVELING DAY CAMP",0,,"{BCAD41FC-7CE0-47FB-9A10-C4B5E6226CD2}",,283,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","PARTIAL INSPECTION",2014-09-11 0:00:00,"U","PR",,1410450264,,"MIGRANT HOUSING",0,,"{F836BE3F-9206-440D-B770-8584857BD842}",,283,
"27DCC27","CHILD TIME/N. CHILI","ANNUAL INSPECTION",2014-09-12 0:00:00,"S","PR",,1410534319,,"DAY CARE CENTER",0,,"{8917B001-1654-4CC5-80EB-FC65CC9CAF87}",,283,
"27DCC67","JACK N' JILL/HUDSON","ANNUAL INSPECTION",2014-09-12 0:00:00,"U","PR",,1410538827,,"DAY CARE CENTER",1,2014-10-03 0:00:00,"{976B1580-6175-4C11-96D7-75333F7D8A1E}",,283,
"27DCC251","TLC ADVENTURES IN CHILD CARE","ANNUAL INSPECTION",2014-09-15 0:00:00,"U","PR",,1410791541,,"DAY CARE CENTER",0,2014-10-06 0:00:00,"{02E266CA-D90A-4E08-AA2E-D008108EEAAD}",,283,
"27DCC262","KIDDIE ACADEMY OF WEBSTER","ANNUAL INSPECTION",2014-09-15 0:00:00,"S","PR",,1410797645,,"DAY CARE CENTER",0,,"{6A9594A5-64A2-48F1-B72E-EA834A059ABC}",,283,
"27DCC279","TLC ADVENTURES IN DAY CARE","ANNUAL INSPECTION",2014-09-16 0:00:00,"S","PR",,1410879200,,"DAY CARE CENTER",0,,"{1BB9B744-9A1A-409B-9B97-CEE6CDE80E3B}",,283,
"27DCC281","DOODLE BUGS CHILD CARE CENTER","ANNUAL INSPECTION",2014-09-16 0:00:00,"S","PR",,1410882594,,"DAY CARE CENTER",0,,"{0504745D-5EDC-4BCC-9D81-1A53D43AF846}",,283,
"27-5952","EXTENDED STAY AMERICA #765","ANNUAL INSPECTION",2014-09-16 0:00:00,"U","PR",,1410888015,,"HOTEL/MOTEL",0,,"{E3E0D038-9FF4-44CA-AE1E-77D1FF8FB613}",,283,
"27-4959","BRESLAWSKI MIGRANT LABOR CAMP","PARTIAL INSPECTION",2014-09-16 0:00:00,"S","PR",,1410954877,,"MIGRANT HOUSING",0,,"{26009A9D-0276-4C87-87A6-8CC16F448723}",,283,
