"FAC.","OPERATION ID","FACILITY_NAME","FACILITY_ADDRESS","FAC_CITY","FAC_ZIP","ACTIVE","OPERATOR_OWNER","PHONE","OPER_ADDRESS","OPER_CITY","OPER_ZIP","CONTACT","EMAIL_1","EMAIL_2","FAC_TYPE","FOOD SERVICE DESCRIPTION","FOOD SERVICE ESTAB","CATERED","BUILDING AGE","LEAD PROGRAM REF DATE","LEAD INSP DATE","LEAD INSPECTION RESULTS","LEAD CLEARANCE DATE","COMMENTS","ANNUAL INSP","ANNUAL S/U","INSPECTOR","1ST REINSP","1ST REINSP S/U","PARTIAL INSP","CAPACITY","PROFIT","FEE","FEE CODE","COMPLAINT_DATE","DATE_ABATED","SERVICE","DATE_TO_BUS","INVOICE DATE","INVOICE .","MCHDNUMBER","OP_KEY","CAT","SUBCAT","STATUS","PHONENO","PRIMARYOP","Customer acct no","2ND REINSP","2ND REINSP S/U","3RD REINSP","3RD REINSP S/U","FOOD PLAN RECEIPT DATE","FOOD PLAN APPROVAL DATE","FOOD PLAN CORRECTIVE ACTIONS","INSPECTOR CONTACT","2ND ANNUAL INSP","2ND ANNUAL S/U","PRE OP INSPECTION","PRE OP S/U","PART 14-1 PERMIT","s_GUID","ACTIVATION DATE","DEACTIVATION DATE","OPERATOR PHONE","TimeUpdated","Gen_COMMENTS","Gen_FOOD PLAN CORRECTIVE ACTIONS","Gen_FOOD SERVICE DESCRIPTION","s_ColLineage","s_Generation","s_Lineage"
"27DCC266","908705","IMAGINATION CHILD CARE ACADEMY INC.","230 COLDWATER ROAD","ROCHESTER, NY","14624","Yes","ERIN MEDLAR","413-3948","230 COLDWATER ROAD","ROCHESTER, NY","14624","ERIN MEDLAR",,,"DAY CARE CENTER","BYOL","LOW","No","PRE-1978",,,,,"No lead inspection in DCC file.
This facility is bring your own lunch.
No dishes or other items that require washing. No three bay sink required. All fruits and vegetables are pre-washed. No separate fruit/vegetable washing sink required. GR",2017-09-11 0:00:00,"S","jg",2015-12-15 0:00:00,"S",,30.00,1,$130.00,"DCC2",,,,2014-04-16 0:00:00,,,2310440,,,,,,,,,,,,,,,,,,,,,"{94F7DE23-DFE5-4FC2-98EC-7DCDA7EE0771}",,,,,0,1535,1535,,0,
"27DCC267","909611","YMCA-ST. MARTIN LUTHERAN CHURCH","813 BAY ROAD","WEBSTER, NY","14580","Yes","BAYVIEW YMCA","261-6606","1209 BAY ROAD","WEBSTER, NEW YORK","14580","JAMES LACAGNINA","greg.garland@rochesterymca.org",,"DAY CARE CENTER","Breakfast only-cereal, toast, bagel, milk.","LOW","No","POST-1978",,,,,"9/23/2015 - Open 6:45-9:00 a.m. for before school Care.  LH",2017-10-27 0:00:00,"S","EC",,,,70.00,0,$87.50,"DCC8",,,,2014-04-16 0:00:00,,,2310441,,,,,,,,,,,,,,,,,,,,,"{0CF0BFBE-F892-41CC-8FD4-7C8A63F48AC6}",,,,,0,1536,1536,,0,
"27DCC268","909612","YMCA - UNITED METHODIST CHURCH","169 E. MAIN STREET","WEBSTER, NY","14580","Yes","BAYVIEW YMCA",,"1209 BAY ROAD","WEBSTER, NEW YORK","14580",,"politoeva@icloud.com",,"DAY CARE CENTER","Breakfast only-cereal, toast, bagel, milk.","LOW","No","PRE-1978",,,,,"9/23/2015 - Open 6:45-9:00 a.m. for before school Care.  LH",2017-11-03 0:00:00,"S","EC",,,,80.00,0,$87.50,"DCC8",,,,2014-04-16 0:00:00,,,2310442,,,,,,,,,,,,,,,,,,,,,"{4AD9CA02-1BAF-43DA-8506-807E9D223154}",,,,,0,1536,1536,,0,
"27DCC269",,"TOWN OF WEBSTER PARKS & RECREATION","1350 CHIYODA DRIVE","WEBSTER, NY","14580","No","TOWN OF WEBSTER","872-7100","1350 CHIYODA DRIVE","WEBSTER, NEW YORK","14580","CLARA GUADAGNINO",,,"DAY CARE CENTER",,,"No","PRE-1978",,,,,"No lead inspection in DCC file.

Senior Center permitted by food.  Continuity of managemant and same kitchen facilities verified.  Annual Food Protection Inspection will be sent to OCFS.  LH",2012-09-18 0:00:00,"S","GR",,,,60.00,0,$0.00,"NULL",,,,2012-10-02 0:00:00,,,2310443,,,,,,,,,,,,,,,,,,,,"YES","{B633DB96-A442-4AA5-9C0A-B90A3204B05B}",,,,,1536,1536,1536,,1536,
"27DCC270",,"BLOSSOM ELEMENTARY LEARNING EXTENSION","1350 FIVE MILE LINE ROAD","ROCHESTER, NY","14526","No","AMY BRABAND","506-2533","1350 FIVE MILE LINE ROAD","ROCHESTER, NEW YORK","14526","AMY BRABAND",,,"DAY CARE CENTER","BYOL.SCHOOL AGE","LOW","No","POST-1978",,,,,,2013-02-14 0:00:00,"S","GR",,,,25.00,1,$90.00,"DCC1",,,,2013-04-02 0:00:00,,,2310444,,,,,,,,,,,,,,,,,,,,,"{723E528E-E62B-4A05-8ABC-8017DD132BA8}",,,,,1536,1536,1536,,1536,
"27DCC81","909404","THE CHILDREN'S SCHOOL @ URMC-CCLC","55 CASTLEMAN RD.","ROCHESTER, NY","14620","Yes","THE CHILDREN'S SCHOOL @ URMC-CCLC","273-3677","55 CASTLEMAN ROAD","ROCHESTER, NEW YORK","14620","Angela Colt","acolt@cclc.com",,"DAY CARE CENTER","Facility provides Breakfast, lunch, snack.  Cook and serve.","MEDIUM","No","POST-1978",,1998-11-04 0:00:00,"NO PB HAZARDS",,"The operator is requesting a variance for the fruit/vegetable prep. Sink. A maintenance man will verify an indirect drain on the third bay, if none present, they will install. GR",2018-02-07 0:00:00,"U","jg",2016-02-11 0:00:00,,,124.00,1,$250.00,"DCC4",,,,2013-04-02 0:00:00,,,2310455,0,,,,,,,,,,,,,,,2015-11-19 0:00:00,"U",,,,"{A6B9F8E8-F200-4F02-866E-DC49C2874E00}",,,,,0,1536,1684,,0,
"27DCC33","908832","KINDER CARE LEARNING CENTER","1606 PENFIELD RD.","ROCHESTER, NY","14625","Yes","KINDER CARE LEARNING CENTER","586-3940","1606 PENFIELD ROAD","ROCHESTER, NEW YORK","14625","Kelly Fisher","070964@klcorp.com","kfisher@klcorp.com","DAY CARE CENTER","B-bread, cereal, oatmeal, eng. Muffin, french toast sticks, biscuit, pancake, bagel, waffle, milk.
L-taco mac n cheese, chix rice bowl, chix quesadilla, tuna sand., veg. chili, turkey tacos, fish sticks, spaghetti w/ meat sauce, cheese pizza, veg. pizza, meatloaf, cheeseburger, turkey and cheese sand., milk, fruit, veg., tuna noodle casserole, bean burrito, BBQ sand.
S-yogurt, cottage cheese, fruit, veg., juice, cheese cubes, soy nut butter, cheese crackers, sweet potatoe bread.
3/3/2015 - No cooling or reheating.  Risk chaged to Medium. LH","MEDIUM","No","PRE-1978",,1996-11-15 0:00:00,"NO PB HAZARDS",,"Operator is requesting a variance. The third bay of the three bay sink will be utilized as the vegetable/fruit prep. Sink. An indirect drain will be installed on the third bay. GR
1/24/13- Reinspection shows that the stem thermometer is provided and all pots and pans are inverted to prevent contamination. The indirect drain and plumbing leak still need to be repaired. GR",2017-09-05 0:00:00,"S","EC",2016-11-28 0:00:00,"S",,180.00,1,$330.00,"DCC5",,,,2013-04-02 0:00:00,,,2310456,0,,,,,,,2015-04-06 0:00:00,"S",,,,,,,2014-12-09 0:00:00,"U",,,,"{A2A2797A-6FDB-4FCC-BC44-1D9D5C71EF92}",,,,,0,1536,1669,,0,
"27DCC271",,"GENTLE TOUCH DAY CARE","60 LORIMER ST","ROCHESTER, NY","14608","No","ARK OF THE COVENANT CHURCH","254-4720","60 LORIMER ST.","ROCHESTER,NY","14608","ROSETTA EALY",,,"DAY CARE CENTER","Prepares homemade meals from scratch.  Soup, deli sandwiches, fresh fruits and vegetables, yogurt, hot dogs, juice, cereal, waffles.  Full menu unclear as operator kept changing plans for menu items. Assess menu during pre-op.","HIGH","No","PRE-1978",2012-12-12 0:00:00,,,,,,,"PR",,,,58.00,0,$87.50,"DCC8",,,,2014-07-22 0:00:00,,,2310449,,,,,,,,,,,,2012-12-11 0:00:00,2012-12-12 0:00:00,"NONE","PETER RIGHTMYER",,,2012-12-24 0:00:00,"S",,"{60E2C3E7-E361-48B2-AAAD-83BC774F776C}",,,,,1536,1536,1536,,1536,
"27DCC275",,"DANFORTH COMMUNITY CENTER","400 DEWEY AVENUE","ROCHESTER","14613","No","CITY OF ROCHESTER RECREATION","(585) 428-7287","400 DEWEY AVENUE","ROCHESTER","14613","CHRISTINA HEIL",,,"DAY CARE CENTER","Food link provides meals for  new  after school care program.  Facility has a Senior Center permitted by Food Protection.  Verified continuity between both operations (Both are managed by the City of Rochester).   Verified same kitchen facilities are in use.  Annual food service inspection from Food Protection will be sent to OCFS.  LH","HIGH","Yes",,,,,,"AFTER SCHOOL CARE PROGRAM",2012-05-23 0:00:00,"S",,,,,80.00,0,$0.00,"NULL",,,,,,,2310453,,,,,,,,,,,,,,,,,,,,"YES","{564A7246-1AFE-4224-BA82-DC351B5A868B}",,,,,1536,1536,1536,,1536,
"27DCC276",,"REACHING FOR THE STARS","1065 NORTH CLINTON AVENUE","ROCHESTER, NY","14621","No","LORETTA COURTNEY","(585) 880-8466","68 CREEK HOUSE DRIVE","ROCHESTER","14626","LORETTA COURTNEY",,,"DAY CARE CENTER","Breakfast & Lunch - Eggs, Goulash, bread, cut up banna, melon, canned fruit, hot & cold ceral, Everything will be made from scratch.","HIGH","No","POST-1978",,2013-03-18 0:00:00,"NO PB HAZARDS",,"2C-raw eggs over RTE food-corrected at the time of inspection.


",2013-09-11 0:00:00,"U","PR",,,,111.00,0,$125.00,"DCC9",,,,2013-09-18 0:00:00,,,2310454,,,,,,,,,,,,2013-01-11 0:00:00,2013-01-16 0:00:00,"NONE","Peter Rightmyer",2013-12-10 0:00:00,"S",2013-02-07 0:00:00,"S",,"{E8F7FF8A-575A-4A1A-A69A-43A08E706EC0}",,,,,1536,1536,1536,,1536,
"27DCC272","908518","DAYSTAR FOR MEDICALLY FRAGILE CHILDREN","700 LAC DEVILLE BLVD","ROCHESTER, NY","14618","Yes","DAYSTAR FOR MEDICALLY FRAGILE, INC.","385-6287","700 LAC DEVILLE BLVD","ROCHESTER, NY","14618","MELISSA COOLEY","dclar@daystarkids.org",,"DAY CARE CENTER","CHILDREN ARE MEDICALLY FRAGILE - FOOD SERVICE RANGES FROM BABYFOOD TO COOKED MEALS SUCH AS SPAGHETTI.  CONSIDERED HIGH RISK DUE TO POPULATION.","MEDIUM","No","POST-1978",,,,,,2018-01-30 0:00:00,"S","jg",2017-02-15 0:00:00,"S",,30.00,1,$130.00,"DCC2",,,,2014-06-02 0:00:00,,,2310450,,,,,,,,2016-06-13 0:00:00,"U",,,2012-12-07 0:00:00,2012-12-12 0:00:00,"Vegetable/Fruit Prep Sink Exemption:  At this time a separate vegetable/fruit prep sink with an indirect drain (air gap) is not required.  The Operation must use only canned, frozen or pre-washed fresh fruits and vegetables.","Peter Rightmyer",2015-12-16 0:00:00,"U",2013-01-04 0:00:00,"S",,"{42187093-EC4D-4F31-B3AD-98457A4F5BC7}",,,,,0,1536,1536,,0,
"27DCC274",,"JUMP N JACK LEARNING CENTER","1733 NORTON ST","ROCHESTER, NY","14609","No","LORETTA PONDERS","647-2146","448 WILDBRIAR ROAD","ROCHESTER, NY","14623","KIMBERLY CARLOS",,,"DAY CARE CENTER","Prepare all meals from scratch.","HIGH","No","PRE-1978",,,,,,,,"PR",,,,,1,$130.00,"DCC2",,,,,,,2310451,,,,,,,,,,,,2012-12-12 0:00:00,2013-01-04 0:00:00,"NONE","Peter Rightmyer",,,2013-01-28 0:00:00,"S",,"{AE646A45-6B7F-438B-B468-0F4448BA2E8B}",,,,,1536,1536,1536,,1536,
"27DCC273","908221","CHILDREN'S PALACE DAYCARE","2348 LYELL AVENUE","ROCHESTER, NY","14606","No","CARLISA HARRELL","(585) 414-6363","109 BRAMHALL DRIVE","ROCHESTER, NY","14626","CARLISA HARRELL","cpalacedaycarecenter@yahoo.com","mrfam0us@yahoo.com","DAY CARE CENTER","Meals made from scratch:  Oatmeal, cereal, waffles, sausage, bacon, chicken, noodles, rice with hamburger (dirty rice), spaghetti, grilled cheese.  Frozen vegetables, grapes,  mostly frozen fruit yet uses in season fresh fruit like strawberries and watermelon.","MEDIUM","No","POST-1978",,,,,"6/6/2016 Fire at Day Care, TC to OCFS they said that the Day Care needs to fill out a new application and go through the application process before reopening. This includes getting an inspection of the Food Establishment. Day care is deactivated.  ES",2015-09-09 0:00:00,"U","ES",2015-10-01 0:00:00,"S",,40.00,0,$130.00,"DCC2",,,,2014-04-16 0:00:00,,,2310452,,,,,,,,,,,,2012-12-17 0:00:00,2012-12-18 0:00:00,"NONE","PETER RIGHTMYER",2014-10-16 0:00:00,"S",2012-12-24 0:00:00,"S",,"{E55C85C7-5C2E-4CAF-9E17-4D81DEF20619}",,2016-06-06 0:00:00,,,1724,1536,1536,,1724,
"27DCC277","930113","A PLUS CHILDCARE","3872 LYELL ROAD","ROCHESTER, NY","14606","Yes","DEBORAH LICCIARDELLO","(585) 820-3967","50 STABLEGATE DRIVE","WEBSTER, NY","14580","DEBORAH LICCIARDELLO",,,"DAY CARE CENTER","ABVI catering breakfast and lunch.  Day Care will prepare snacks.  Plans to switch from catering to making all of own meals in the future. LH","MEDIUM","Yes","POST-1978",,,,,,2017-05-03 0:00:00,"S","jg",2016-05-25 0:00:00,"S",,68.00,1,$175.00,"DCC3",,,,2013-09-18 0:00:00,2016-05-05 0:00:00,"DC2016-0201",2310457,,,,,,,,,,,,2013-01-25 0:00:00,2013-01-29 0:00:00,"NONE","PETER RIGHTMYER",,,2013-02-11 0:00:00,"S",,"{2438A09A-D1F9-4BE6-8B08-5F67728F1AAC}",,,,,1724,1536,1536,,1724,
"27DCC52","908538","GENERATIONS/WEST AVE.","52 WEST AVE.","FAIRPORT, NY","14450","No","GENERATION CHILD CARE, INC.","425-1360","52 WEST AVENUE","FAIRPORT, NEW YORK","14450","Kristen Rogers","kristen.rogers@generations-care.com",,"DAY CARE CENTER","B-oatmeal, muffin, eng. Muffin w/ jelly, bagel w/ cream cheese, waffle, french toast sticks, cereal, pancakes, scrambled eggs, milk, fruit.
L-homemade mac and cheese, pasta w/ meat sauce, ham and cheese, chix and cheese rice casserole, breaded cod, chix breast strips, egg salad, turkey w/ gravey, spaghetti w/ meatballs, eng. Muffin cheese pizza, grilled cheese, tuna sand., breaded chix breast on a roll, ham and scalloped potatoes, baked ziti w/ meatballs, turkey and cheese sand., eng. Muffin pepp. Pizza, 
S-pretzel, humus w/ veg., ants on a log, yogurt w/granola, fruit salad, crackers, water, trail mix, animal crackers, wheat thins, goldfish, graham crackers, oatmeal raisin cookies, choc. Chip cookies.

12/16/16 Food delivered from Freshwise. Today they had chicken parm with peas and carrots.","MEDIUM","No","PRE-1978",,1994-03-15 0:00:00,"NO PB HAZARDS",,"Operator requests a variance for their veg./fruit prep sink. The operator will utilize the third bay of their existing three bay sink. GR",2016-12-16 0:00:00,"U","EC",2015-12-03 0:00:00,"S",,100.00,1,$175.00,"DCC3",,,,2013-04-02 0:00:00,,,2310458,0,,,,,,,2015-06-08 0:00:00,"U",,,,,,,2015-11-16 0:00:00,"S",,,,"{3D1FF118-4B58-41AC-8E2F-5B4CCE6DAAC4}",,2017-08-25 0:00:00,,,1725,1536,1725,,0,
"27DCC72","908806","JEFFERSON AVE CENTER","793 JEFFERSON AVENUE","ROCHESTER, NY","14611","No","JEFFERSON AVE CHILDHOOD DEVEL.","436-0454","793 JEFFERSON AVENUE","ROCHESTER, NEW YORK","14611","FURNESSA MANGRUM",,,"DAY CARE CENTER","Sarkis.","MEDIUM","Yes","PRE-1978",,1985-06-19 0:00:00,"NO PB HAZARDS",,"Day Care uses 3 bay sink on 1st floor for washing and sanitizing dishes and utensils. Sink has an indirect drain on the 3rd sink. Kitchen on the first floor is inspected by the MCDOH food section as B & I Catering. Day Care food is catered by ABVI. Temperatures of food were acceptable.  Cook Rachel monitors temperatures and she is a CFW.  Single use disposable towels and bleach solution are used to wipe down counters.


Two lead inspections conducted: 6/19/85 inspection revealed lead hazards, 4/17/96 inspection did NOT reveal any lead hazards.
Food is catered. No need for a three bay sink (all dishes are single serve), or a fruit/vegetable prep sink. All fruits and vegetables are pre-washed from the catering company. GR

10/30/2017 OFCS revoked license in 7/2017.  Closure confirmed by Elise Cade. ES",2016-11-21 0:00:00,"U","EC",,,,66.00,0,$87.50,"DCC8",,,,2014-02-21 0:00:00,,,2310459,0,,,,,,,,,,,,,,,,,,,,"{6B66C943-5523-4585-AE86-B9979E8193E1}",,2017-10-30 0:00:00,,,0,1536,1536,,0,
"27DCC214","908535","GENERATIONS/CHILI AVE.","2400 CHILI AVE.","ROCHESTER, NY","14624","Yes","GENERATION CHILD CARE, INC.","247-3490","2400 CHILI AVENUE","ROCHESTER, NEW YORK","14624","BRIDGET SHUMWAY",,,"DAY CARE CENTER","Gates CSD and Foodlink.","MEDIUM","Yes","PRE-1978",,,,,"The operator has requested a ""variance"" for the vegetable/fruit prep sink. The variance will be granted pending the completion of the work necessary to fulfill the variance. GR",2017-09-07 0:00:00,"S","jg",2016-12-16 0:00:00,"S",,120.00,1,$250.00,"DCC4",,,,2014-02-21 0:00:00,,,2310460,,,,,,,,2016-02-22 0:00:00,"S",,,,,,,,,,,,"{DB0BD841-D811-4D18-836F-1EC5BFBBE40F}",,,,,0,1536,1536,,0,
"27DCC217","909091","PEA PODS CHILD CARE","1853 PENFIELD RD.","PENFIELD, NY","14526","Yes","CHRISTINE EMMICK","248-2550","1853 PENFIELD ROAD","PENFIELD, NEW YORK","14526","CHRISTINE EMMICK","christine.emmick@peapodschildcare.com",,"DAY CARE CENTER","10/6/2015 - Reviewed Food Service with staff.  All food cooked and served, No cooling or reheating.  Left overs are for staff only.  Risk changed to Medium. LH

Morning snack - english muffin,milk, cheese stick, raisins, animal crackers, graham crackers, mixed fruit, crackers, goldfish, juice.
Lunch - hamburger, fruit, vegetables, mexican rice  w/beef, sour cream, tortilla, pizza w/cheese and meatballs, turkey or ham w/cheese, diced chicken w/mashed potatoes, ravioli in meat sauce, french toast sticks, sausage, meatloaf and gravy, chicken nuggets, goulash w/meat sauce, tuna sandwich, chicken breast, noodles w/alfredo sauce, mac and cheese, egg salad sandwich, hot dog. 
PM snack - pretzles, whole wheat crackers, ice cream cup, fruit, yogurt, soft pretzel","MEDIUM","No","PRE-1978",,1997-08-04 0:00:00,"PB HAZARDS",,"Operator is requesting a variance for the fruit/vegetable prep. Sink. The third bay of the three bay sink must be equipped with an indirect drain. GR

10/6/2015 - Indirect Drain Removed.  Must be installed on 3rd Sanitizing Basin for use as Food Prep Sink. LH",2018-01-29 0:00:00,"S","EC",2015-12-01 0:00:00,"U",,85.00,1,$175.00,"DCC3",,,,2014-06-02 0:00:00,,,2310461,0,,,,,,,2017-08-14 0:00:00,"S",,,,,,,2015-10-06 0:00:00,"U",,,,"{89E264EB-7B70-4191-82C9-7196373C0C03}",,,,,0,1536,1536,,0,
"27DCC278","912441","THE COMMUNITY PLACE OF GREATER ROCHESTER","145 PARSELLS AVENUE","ROCHESTER, NY","14609","Yes","THE COMMUNITY PLACE OF GREATER ROCHESTER","336-4687","145 PARSELLS AVENUE","ROCHESTER, NY","14609","SUE HAILEY NIEVES",,,"DAY CARE CENTER","Food link provides meals for  new  after school care program.  Facility has a Senior Center permitted by Food Protection.  Verified continuity between both operations (Both are managed by the The Community Place).   Verified same kitchen facilities are in use.  Annual food service inspection from Food Protection will be sent to OCFS.  LH
Examples of the food for dinner are: 
-Meaty Ziti Pasta with salad, apple, and milk carton 
-Crunchy taco salad with corn, apple, and carton of milk 
-Chicken and biscuits with green beans, orange, and carton of milk 
-Italian Chicken Sausage with broccoli, orange and carton of milk 
-Hamburger with greens and beans, orange and carton of milk 
  
Examples for snack are: 
-whole wheat crackers and cheese stick with water 
-cucumber coins with ranch, apple, and water 
-carrots, celery, hummus, baked pita chips, and water 
-non-fat flavored yogurt, cinnamon raisin muffin and water 
-graham crackers, orange, and water","MEDIUM","Yes","PRE-1978",,,,,"AFTER SCHOOL CARE PROGRAM
12/3/2015 TC from Sue (336-4687), she said the Center is open and is requesting an inspection to be done before the end of the year.  ES",2017-11-01 0:00:00,"S","EC",2015-12-22 0:00:00,"S",,118.00,1,$250.00,"DCC4",,,,,,,2310462,,,,,,,,,,,,,,,,,,,,"NO","{4A085F80-E92E-40A6-A69B-C096415BC578}",2015-12-18 0:00:00,,"336-4687",,0,1537,1537,,0,
"27DCC279","909583","TLC ADVENTURES IN DAY CARE","1030 MANITOU ROAD","HILTON, NY","14468","Yes","TLC ADVENTURES IN CHILD CARE, INC.","392-9255/764-4604","7008 BENEDICT BEACH","HAMLIN, NEW YORK","14464","THERESA CROCE/MICHELLE SMITH","mnsmith313@aol.com","croce333@aol.com","DAY CARE CENTER","All foods served to children are purchased as ""prepared foods"" from a wholesale provider (Usually Renzi Foods or BJ's Wholesale Club). All foods are ""ready-to-serve"" or combined with other prepared foods.
Breakfast - Cereal, fruit, milk, sausage links, scrambled eggs, bagels
Lunch- BBQ chicken breast, Ham & Cheese corn muffins, veggie pizza, Minestrone soup, Sweet and Sour Pork w/broccoli
PM snack- Granola bars, Nilla wafers, fruit, cheese sticks, juice","MEDIUM","No","POST-1978",,,,,"New day care Building will be ready in 8/2013 yet they won't move until around end of 11/2013.",2017-04-07 0:00:00,"U","jg",2015-09-22 0:00:00,"U",,99.00,1,$175.00,"DCC3",,,,2013-04-02 0:00:00,,,2310463,,,,,,,,,,,,2013-03-05 0:00:00,2013-03-06 0:00:00,"NONE","PETER RIGHTMYER",2014-11-19 0:00:00,"S",2013-12-19 0:00:00,"S",,"{81B89E4A-8E80-474F-AB77-7650A46555F6}",,,,,1725,1537,1537,,1725,
"27DCC286","908516","Hillside Children's Center-SW FRC","89 Genesee St - Bishop Kearney Bldg 2nd Floor","Rochester, NY","14611","Yes","Peter Castle","(585)436-0370 ext 312","555 Avenue D","Rochester, NY","14621","Leslie Barnes","lbarnes@hillside.com",,"DAY CARE CENTER","Breakfast, Lunch and snack catered from ""Hillside Shared Services"" - 410 Atlantic (this location is under part 14-1 permit).","MEDIUM","Yes","PRE-1978",,,,,"11/25/2013 - TC from Mary Jo Brach.  She may get funding from Rochester city schools to open a full day Pre-K program.  Would need to open 1/6/2013.  Explained to her need to submit a kitchen plan for review.  Advised her on need for 3 sinks, handwashing and veg/prep.  Currently kitchen only has a 2 bay sink.  Advised sinks needed to be in place before  pre-op.  LH
1/2/2014 - Modified plans submitted.  Both plans modified for additional 3 sinks needed - 3rd basin, hand washing and fruit/veg prep.  Daycare opening 2/4/2014. LH",2017-09-29 0:00:00,"S","EC",2015-11-30 0:00:00,"S",,18.00,1,$90.00,"DCC1",,,,2014-04-16 0:00:00,,,2310472,,,,,,,,,,,,2013-12-19 0:00:00,2014-01-02 0:00:00,"NONE","Peter Rightmyer",,,2014-01-30 0:00:00,"S","No","{7A6D2637-2C80-4E19-88A5-BAE6D6CAB3BE}",,,"(585) 436-0370 ex 312",,0,1537,1537,,0,
"27DCC287","908457","Hillside Children's Center - Peter Castle FRC","555 Avenue D","Rochester, NY","14621","Yes","Peter Castle","(585) 436-0370 ext 312","555 Avenue D","Rochester, NY","14621","Leslie Barnes","lbarnes@hillside.com",,"DAY CARE CENTER","Breakfast, Lunch and snack catered from ""Hillside Shared Services"" - 410 Atlantic (this location is under part 14-1 permit).","MEDIUM","Yes","PRE-1978",,,,,"11/25/2013 - TC from Mary Jo Brach.  She may get funding from Rochester city schools to open a full day Pre-K program.  Would need to open 1/6/2013.  Explained to her need to submit a kitchen plan for review.  Advised her on need for 3 sinks, handwashing and veg/prep.  Currently kitchen only has a 2 bay sink, no handwashing sink or fruit/veg sink.  Advised sinks needed to be in place before  pre-op.  LH
1/2/2014 - Modified plans submitted.  Both plans modified for additional 3 sinks needed - 3rd basin, hand washing and fruit/veg prep.  Daycare opeing 2/4/2014. LH",2018-01-03 0:00:00,"S","EC",2015-12-07 0:00:00,"S",,18.00,1,$90.00,"DCC1",,,,2014-04-16 0:00:00,,,2310473,,,,,,,,,,,,2013-12-19 0:00:00,2014-01-02 0:00:00,"NONE","Peter Rightmyer",,,2014-01-30 0:00:00,"S","No","{F7C88A9E-4DF4-4593-8D3D-07BE412E512F}",,,"(585) 436-0370 ext 312",,0,1537,1537,,0,
"27DCC288",,"MY LITTLE HONEYS","3450 WEST RIDGE RD","ROCHESTER, NY","14626","No","IRIS SCOTT","723-9528","3220 WHITE SWAN DRIVE","ROCHESTER, NY","14626","IRIS SCOTT",,,"DAY CARE CENTER","See Sample Menus.  Breakfast (seasona melon, bagel, muffin, milk, cold cereal, french toast), Lunch (baked chicken,sliced fresh fruit, mac & cheese/ham, Spanish rice, vegetables, sandwiches, tuna salad), Snack (fresh sliced fruit, juice, crackers, yogurt, fruit salad)","HIGH","No","PRE-1978",,,,,,,,"PR",,,,37.00,0,$130.00,"DCC2",,,,,,,2310474,,,,,,,,,,,,2014-01-02 0:00:00,2014-01-02 0:00:00,"NONE","PETER RIGHTMYER",,,2014-01-15 0:00:00,"S","NO","{0F260ACC-D2A2-4D55-B8C4-296D0A42F044}",,,,,1537,1537,1537,,1537,
"27DCC289","912310","THE COMMUNITY PLACE OF ROCHESTER","500 CARTER STREET","ROCHESTER, NY","14621","Yes","THE COMMUNITY PLACE OF ROCHESTER","327-7200 EXT 179","57 CENTRAL PARK","ROCHESTER, NY","14605","ANDREA CAIN",,,"DAY CARE CENTER","Rochester City School catered food - breakfast, lunch and snack.  Breakfast - milk, fresh fruit, cereal.  Snack - Fresh fruits, yogurt, crackers, bean dip.  Lunch - turkey burgers, stewed chicken, vegetables, ham","MEDIUM","Yes","POST-1978",,,,,"1/27/2014 5 sinks are present at the facility, a 3 bay sink, a handwash sink and a vegetable prep sink with an indirect drain.  All of the sinks are stainless steel sinks. 3 Stem themometers were present. Pre operational inspection is approved. ES


1/17/2014 - TC To Andrea Cain requesting sample menus.  LH
1/17/2014 - Menus provided. LH

12/3/2015 TC from Sue (336-4687), she said the Center is open and is requesting an inspection to be done before the end of the year. The facility was activated today.  She said that the Parsells Ave facility is also open.  ES",2017-10-11 0:00:00,"S","EC",,,,18.00,0,$90.00,"DCC1",,,,,,,2310475,,,,,,,,,,,,2014-01-16 0:00:00,2014-01-17 0:00:00,"NONE","EARL STICH (753-5574)",,,2014-01-27 0:00:00,"S","NO","{43706705-60CB-4A95-A4D2-50B99C967D02}",2015-12-03 0:00:00,,,,0,1537,1537,,0,
"27DCC290",,"STEPPING STONES LEARNING CENTER","41 COLEBROOK DRIVE","ROCHESTER, NY","14617","No","STEPPING STONES LEARNING CENTER","467-4567","41 COLEBROOK DRIVE","ROCHESTER, NY","14617","MARIELLEN CUPINI",,,"DAY CARE CENTER","Catered breakfast, lunch and snack from Rochester City School District.  Menus included.","MEDIUM","Yes","PRE-1978",,,,,"Facility is moving to new building in September 2014.  Current building owner and finances will not allow for installation of fruit/veg sink or handwashing sink.  Deviations from installation of sinks allowed until end of school year 6/2014  LH",,,"PR",,,,20.00,0,$90.00,"DCC1",,,,,,,2310476,,,,,,,,,,,,2014-01-27 0:00:00,2014-01-29 0:00:00,"1. All fresh fruits and vegetables must be pre-washed due to the lack of a fruit/vegetable sink with an indirect drain.
2.	No handwashing sink in Kitchen – Wash hands in sink outside kitchen/dining area","PETER RIGHTMYER (753-5541)",,,2014-01-30 0:00:00,"S","NO","{10937CD6-D0B5-49F3-84A5-4EF7FB7C89EF}",,,,,1537,1537,1537,,1537,
